loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 313  0.82245 0.00000  0.82498 0.17494
 314  0.80672 0.00000  0.82497 0.17494
 315  0.81847 0.00000  0.82497 0.17494
 316  0.79129 0.00000  0.82489 0.17496
 317  0.81400 0.00000  0.82490 0.17497
 318  0.81425 0.00000  0.82492 0.17497
 319  0.80436 0.00000  0.82490 0.17497
 320  0.80324 0.00000  0.82490 0.17496
 321  0.81383 0.00000  0.82498 0.17494
 322  0.81667 0.00000  0.82534 0.17490
 323  0.80142 0.00000  0.82527 0.17491
 324  0.81734 0.00000  0.82550 0.17489
 325  0.81286 0.00000  0.82527 0.17490
 326  0.82609 0.00000  0.82580 0.17486
 327  0.78855 0.00000  0.82528 0.17490
 328  0.80561 0.00000  0.82504 0.17493
 329  0.81426 0.00000  0.82510 0.17492
 330  0.81143 0.00000  0.82502 0.17494
 331  0.81136 0.00000  0.82488 0.17498
 332  0.79769 0.00000  0.82490 0.17496
 333  0.82356 0.00000  0.82497 0.17495
 334  0.80383 0.00000  0.82500 0.17494
 335  0.80655 0.00000  0.82495 0.17495
 336  0.80894 0.00000  0.82501 0.17493
 337  0.80720 0.00000  0.82490 0.17497
 338  0.80255 0.00000  0.82495 0.17494
 339  0.79393 0.00000  0.82516 0.17491
 340  0.82402 0.00000  0.82494 0.17495
 341  0.80960 0.00000  0.82498 0.17494
 342  0.81475 0.00000  0.82506 0.17493
 343  0.81197 0.00000  0.82499 0.17494
 344  0.80681 0.00000  0.82492 0.17495
 345  0.82107 0.00000  0.82497 0.17494
 346  0.80590 0.00000  0.82493 0.17496
 347  0.79215 0.00000  0.82487 0.17496
 348  0.80115 0.00000  0.82491 0.17495
 349  0.81310 0.00000  0.82500 0.17493
 350  0.80911 0.00000  0.82493 0.17495
 351  0.80829 0.00000  0.82496 0.17494
 352  0.79433 0.00000  0.82513 0.17491
 353  0.81948 0.00000  0.82525 0.17490
 354  0.82087 0.00000  0.82497 0.17495
 355  0.81160 0.00000  0.82505 0.17492
 356  0.81420 0.00000  0.82514 0.17491
 357  0.81814 0.00000  0.82502 0.17495
 358  0.80250 0.00000  0.82505 0.17493
 359  0.80738 0.00000  0.82495 0.17495
 360  0.82670 0.00000  0.82514 0.17492
 361  0.81720 0.00000  0.82506 0.17493
 362  0.81025 0.00000  0.82500 0.17496
 363  0.82696 0.00000  0.82504 0.17496
 364  0.81269 0.00000  0.82503 0.17498
 365  0.81090 0.00000  0.82505 0.17496
 366  0.82124 0.00000  0.82507 0.17497
 367  0.81003 0.00000  0.82512 0.17494
 368  0.81585 0.00000  0.82511 0.17494
 369  0.80628 0.00000  0.82540 0.17488
 370  0.79954 0.00000  0.82592 0.17483
 371  0.82549 0.00000  0.82546 0.17486
 372  0.79885 0.00000  0.82545 0.17486
 373  0.81156 0.00000  0.82544 0.17486
 374  0.80799 0.00000  0.82520 0.17488
 375  0.80633 0.00000  0.82513 0.17490
 376  0.81927 0.00000  0.82521 0.17489
 377  0.81399 0.00000  0.82524 0.17488
 378  0.82407 0.00000  0.82518 0.17489
 379  0.81189 0.00000  0.82508 0.17492
 380  0.80647 0.00000  0.82524 0.17488
 381  0.81049 0.00000  0.82525 0.17487
 382  0.81400 0.00000  0.82543 0.17485
 383  0.81115 0.00000  0.82527 0.17487
 384  0.79956 0.00000  0.82522 0.17487
 385  0.82288 0.00000  0.82521 0.17488
 386  0.80319 0.00000  0.82516 0.17488
 387  0.81198 0.00000  0.82507 0.17489
 388  0.80179 0.00000  0.82511 0.17488
 389  0.79902 0.00000  0.82583 0.17481
 390  0.82136 0.00000  0.82538 0.17485
 391  0.83344 0.00000  0.82508 0.17490
 392  0.81914 0.00000  0.82528 0.17487
 393  0.81743 0.00000  0.82512 0.17491
 394  0.79930 0.00000  0.82525 0.17487
 395  0.80946 0.00000  0.82527 0.17487
 396  0.80814 0.00000  0.82512 0.17489
 397  0.81839 0.00000  0.82531 0.17486
 398  0.80800 0.00000  0.82524 0.17487
 399  0.81063 0.00000  0.82528 0.17487
 400  0.81110 0.00000  0.82547 0.17485
 401  0.79753 0.00000  0.82554 0.17484
 402  0.82099 0.00000  0.82542 0.17485
 403  0.81810 0.00000  0.82531 0.17487
 404  0.80610 0.00000  0.82551 0.17485
 405  0.80456 0.00000  0.82518 0.17488
 406  0.81139 0.00000  0.82518 0.17489
 407  0.81367 0.00000  0.82568 0.17484
 408  0.79866 0.00000  0.82564 0.17485
 409  0.81719 0.00000  0.82566 0.17484
 410  0.81861 0.00000  0.82541 0.17486
 411  0.79918 0.00000  0.82545 0.17485
 412  0.80817 0.00000  0.82526 0.17487
 413  0.81783 0.00000  0.82526 0.17488
 414  0.80415 0.00000  0.82559 0.17484
 415  0.80237 0.00000  0.82577 0.17483
 416  0.82912 0.00000  0.82518 0.17490
 417  0.79538 0.00000  0.82525 0.17488
 418  0.81464 0.00000  0.82526 0.17487
 419  0.81786 0.00000  0.82552 0.17484
 420  0.80636 0.00000  0.82532 0.17487
 421  0.82072 0.00000  0.82528 0.17487
 422  0.81442 0.00000  0.82517 0.17490
 423  0.81695 0.00000  0.82524 0.17488
 424  0.81122 0.00000  0.82512 0.17492
 425  0.82242 0.00000  0.82528 0.17488
 426  0.81583 0.00000  0.82534 0.17488
 427  0.82241 0.00000  0.82557 0.17485
 428  0.80882 0.00000  0.82546 0.17486
 429  0.80514 0.00000  0.82526 0.17488
 430  0.81272 0.00000  0.82514 0.17493
 431  0.81445 0.00000  0.82515 0.17491
 432  0.80882 0.00000  0.82523 0.17489
 433  0.81478 0.00000  0.82518 0.17492
 434  0.80591 0.00000  0.82529 0.17489
 435  0.81649 0.00000  0.82541 0.17488
 436  0.80806 0.00000  0.82517 0.17492
 437  0.81867 0.00000  0.82517 0.17494
 438  0.80862 0.00000  0.82533 0.17488
 439  0.80867 0.00000  0.82543 0.17487
 440  0.80253 0.00000  0.82520 0.17492
 441  0.80164 0.00000  0.82532 0.17489
 442  0.80256 0.00000  0.82559 0.17486
 443  0.81319 0.00000  0.82527 0.17490
 444  0.82110 0.00000  0.82529 0.17490
 445  0.80917 0.00000  0.82532 0.17489
 446  0.82585 0.00000  0.82565 0.17485
 447  0.80279 0.00000  0.82543 0.17488
 448  0.80954 0.00000  0.82521 0.17492
 449  0.79909 0.00000  0.82538 0.17489
 450  0.79999 0.00000  0.82523 0.17491
 451  0.81504 0.00000  0.82518 0.17494
 452  0.80532 0.00000  0.82519 0.17494
 453  0.81037 0.00000  0.82520 0.17493
 454  0.81702 0.00000  0.82520 0.17494
 455  0.82598 0.00000  0.82532 0.17491
 456  0.81879 0.00000  0.82522 0.17494
 457  0.81176 0.00000  0.82537 0.17489
 458  0.81716 0.00000  0.82534 0.17491
 459  0.80400 0.00000  0.82566 0.17486
 460  0.82278 0.00000  0.82562 0.17486
 461  0.81310 0.00000  0.82567 0.17485
 462  0.81300 0.00000  0.82555 0.17487
 463  0.81595 0.00000  0.82573 0.17484
 464  0.80898 0.00000  0.82544 0.17489
 465  0.82268 0.00000  0.82555 0.17487
 466  0.80035 0.00000  0.82579 0.17484
 467  0.80378 0.00000  0.82582 0.17483
 468  0.81656 0.00000  0.82543 0.17489
 469  0.80302 0.00000  0.82531 0.17492
 470  0.79920 0.00000  0.82566 0.17486
 471  0.80732 0.00000  0.82612 0.17482
 472  0.81034 0.00000  0.82571 0.17485
 473  0.81823 0.00000  0.82538 0.17490
 474  0.82340 0.00000  0.82557 0.17487
 475  0.81800 0.00000  0.82561 0.17487
 476  0.81064 0.00000  0.82578 0.17485
 477  0.82700 0.00000  0.82615 0.17482
 478  0.80603 0.00000  0.82564 0.17487
 479  0.80529 0.00000  0.82548 0.17489
 480  0.79039 0.00000  0.82544 0.17489
 481  0.80628 0.00000  0.82524 0.17493
 482  0.81616 0.00000  0.82570 0.17486
 483  0.80018 0.00000  0.82593 0.17484
 484  0.80312 0.00000  0.82549 0.17489
 485  0.80576 0.00000  0.82526 0.17493
 486  0.81561 0.00000  0.82533 0.17492
 487  0.82041 0.00000  0.82524 0.17496
 488  0.80380 0.00000  0.82530 0.17493
 489  0.81322 0.00000  0.82534 0.17493
 490  0.80954 0.00000  0.82542 0.17491
 491  0.81149 0.00000  0.82541 0.17491
 492  0.79653 0.00000  0.82528 0.17494
 493  0.81089 0.00000  0.82522 0.17497
 494  0.80652 0.00000  0.82533 0.17493
 495  0.80857 0.00000  0.82542 0.17491
 496  0.80305 0.00000  0.82535 0.17493
 497  0.81304 0.00000  0.82548 0.17490
 498  0.83064 0.00000  0.82533 0.17495
 499  0.80344 0.00000  0.82524 0.17499
 500  0.81036 0.00000  0.82549 0.17491
 501  0.80356 0.00000  0.82531 0.17495
 502  0.81195 0.00000  0.82525 0.17498
 503  0.81249 0.00000  0.82532 0.17495
 504  0.81147 0.00000  0.82538 0.17494
 505  0.80324 0.00000  0.82553 0.17491
 506  0.80539 0.00000  0.82584 0.17488
 507  0.79555 0.00000  0.82560 0.17490
 508  0.82049 0.00000  0.82577 0.17488
 509  0.81762 0.00000  0.82558 0.17490
 510  0.79882 0.00000  0.82563 0.17489
 511  0.80922 0.00000  0.82559 0.17489
 512  0.82487 0.00000  0.82579 0.17488
 513  0.80254 0.00000  0.82550 0.17491
 514  0.80595 0.00000  0.82566 0.17488
 515  0.81022 0.00000  0.82530 0.17497
 516  0.81524 0.00000  0.82531 0.17498
 517  0.81102 0.00000  0.82537 0.17496
 518  0.79732 0.00000  0.82551 0.17493
 519  0.81756 0.00000  0.82553 0.17493
 520  0.80307 0.00000  0.82579 0.17490
 521  0.80267 0.00000  0.82572 0.17490
 522  0.82127 0.00000  0.82599 0.17488
 523  0.81769 0.00000  0.82559 0.17493
 524  0.80519 0.00000  0.82552 0.17493
 525  0.81480 0.00000  0.82542 0.17496
 526  0.82333 0.00000  0.82536 0.17500
 527  0.81082 0.00000  0.82541 0.17498
 528  0.82687 0.00000  0.82550 0.17495
 529  0.81884 0.00000  0.82561 0.17493
 530  0.80402 0.00000  0.82542 0.17497
 531  0.80957 0.00000  0.82540 0.17498
 532  0.81394 0.00000  0.82560 0.17492
 533  0.79567 0.00000  0.82569 0.17491
 534  0.82806 0.00000  0.82561 0.17492
 535  0.80216 0.00000  0.82555 0.17493
 536  0.80441 0.00000  0.82545 0.17495
 537  0.79640 0.00000  0.82546 0.17495
 538  0.81215 0.00000  0.82538 0.17497
 539  0.80259 0.00000  0.82552 0.17494
 540  0.81395 0.00000  0.82569 0.17491
 541  0.81830 0.00000  0.82540 0.17497
 542  0.82260 0.00000  0.82545 0.17496
 543  0.81481 0.00000  0.82573 0.17491
 544  0.80506 0.00000  0.82543 0.17497
 545  0.79980 0.00000  0.82551 0.17495
 546  0.81170 0.00000  0.82548 0.17496
 547  0.81927 0.00000  0.82557 0.17495
 548  0.80797 0.00000  0.82539 0.17500
 549  0.81000 0.00000  0.82545 0.17498
 550  0.81541 0.00000  0.82551 0.17497
 551  0.82798 0.00000  0.82552 0.17498
 552  0.81273 0.00000  0.82573 0.17494
 553  0.82736 0.00000  0.82567 0.17496
 554  0.80753 0.00000  0.82553 0.17499
 555  0.82386 0.00000  0.82547 0.17503
 556  0.81023 0.00000  0.82544 0.17507
 557  0.80895 0.00000  0.82545 0.17510
