loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
   0  0.50916 0.00000  0.47932 0.00000
   1  0.47165 0.00000  0.46379 0.00000
   2  0.47080 0.00000  0.45588 0.00000
   3  0.45315 0.00000  0.45079 0.00000
   4  0.45465 0.00000  0.44831 0.00000
   5  0.45110 0.00000  0.44678 0.00000
   6  0.44816 0.00000  0.44586 0.00000
   7  0.45026 0.00000  0.44526 0.00000
   8  0.45555 0.00000  0.44470 0.00000
   9  0.44523 0.00000  0.44426 0.00000
  10  0.44229 0.00000  0.44385 0.00000
  11  0.44166 0.00000  0.44352 0.00000
  12  0.44785 0.00000  0.44318 0.00000
  13  0.44426 0.00000  0.44294 0.00000
  14  0.44176 0.00000  0.44279 0.00000
  15  0.45487 0.00000  0.44254 0.00000
  16  0.44011 0.00000  0.44222 0.00000
  17  0.43909 0.00000  0.44199 0.00000
  18  0.43058 0.00000  0.44183 0.00000
  19  0.43960 0.00000  0.44161 0.00000
  20  0.45822 0.00000  0.44149 0.00000
  21  0.44460 0.00000  0.44141 0.00000
  22  0.43966 0.00000  0.44120 0.00000
  23  0.45064 0.00000  0.44106 0.00000
  24  0.43476 0.00000  0.44094 0.00000
  25  0.42871 0.00000  0.44082 0.00000
  26  0.45256 0.00000  0.44075 0.00000
  27  0.44575 0.00000  0.44077 0.00000
  28  0.44599 0.00000  0.44067 0.00000
  29  0.44053 0.00000  0.44055 0.00000
  30  0.44902 0.00000  0.44046 0.00000
  31  0.43988 0.00000  0.44034 0.00000
  32  0.43920 0.00000  0.44027 0.00000
  33  0.44989 0.00000  0.44039 0.00000
  34  0.43617 0.00000  0.44013 0.00000
  35  0.45038 0.00000  0.44006 0.00000
  36  0.43653 0.00000  0.44004 0.00000
  37  0.44561 0.00000  0.43996 0.00000
  38  0.43808 0.00000  0.43988 0.00000
  39  0.44894 0.00000  0.43984 0.00000
  40  0.44890 0.00000  0.43993 0.00000
  41  0.44160 0.00000  0.43981 0.00000
  42  0.43589 0.00000  0.43976 0.00000
  43  0.43661 0.00000  0.43966 0.00000
  44  0.43164 0.00000  0.43962 0.00000
  45  0.43871 0.00000  0.43970 0.00000
  46  0.44478 0.00000  0.43964 0.00000
  47  0.43089 0.00000  0.43953 0.00000
  48  0.44479 0.00000  0.43955 0.00000
  49  0.43662 0.00000  0.43953 0.00000
  50  0.44468 0.00000  0.43951 0.00000
  51  0.44338 0.00000  0.43943 0.00000
  52  0.44570 0.00000  0.43942 0.00000
  53  0.44892 0.00000  0.43940 0.00000
  54  0.42943 0.00000  0.43932 0.00000
  55  0.44361 0.00000  0.43936 0.00000
  56  0.44581 0.00000  0.43944 0.00000
  57  0.43672 0.00000  0.43938 0.00000
  58  0.43796 0.00000  0.43929 0.00000
  59  0.44723 0.00000  0.43927 0.00000
  60  0.44198 0.00000  0.43931 0.00000
  61  0.43190 0.00000  0.43927 0.00000
  62  0.45384 0.00000  0.43928 0.00000
  63  0.43981 0.00000  0.43924 0.00000
  64  0.43377 0.00000  0.43923 0.00000
  65  0.43129 0.00000  0.43918 0.00000
  66  0.44175 0.00000  0.43916 0.00000
  67  0.44139 0.00000  0.43917 0.00000
  68  0.43379 0.00000  0.43924 0.00000
  69  0.44533 0.00000  0.43915 0.00000
  70  0.43551 0.00000  0.43920 0.00000
  71  0.43561 0.00000  0.43905 0.00000
  72  0.44615 0.00000  0.43912 0.00000
