loading data...applying decomposition
done.
training 500 models

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
decomp021                        0.01762
decomp022                        0.02263
decomp023                       -0.00058
decomp024                       -0.03349
decomp025                        0.00177
decomp026                        0.02137
decomp027                       -0.00577
decomp028                       -0.01237
decomp029                        0.00232
decomp030                       -0.02173
decomp031                        0.00729
decomp032                        0.02459
decomp033                       -0.01810
decomp034                       -0.00153
decomp035                        0.01908
decomp036                       -0.00264
decomp037                        0.01957
decomp038                       -0.00446
decomp039                        0.02669
decomp040                        0.03218
decomp041                        0.04310
decomp042                       -0.03794
decomp043                       -0.01059
decomp044                       -0.01431
decomp045                       -0.02503
decomp046                       -0.00138
decomp047                        0.02808
decomp048                       -0.02799
decomp049                        0.01317
bias                            -0.00862
chose model 186 S_rmse_187
chose model 136 S_rmse_137
chose model 193 S_rmse_194
chose model 172 S_rmse_173
chose model 25 S_rmse_26
chose model 20 S_rmse_21
chose model 33 S_rmse_34
chose model 22 S_rmse_23
chose model 179 S_rmse_180
chose model 112 S_rmse_113
processing 3000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [2228.49s cpu, 1317352.7274 mticks, 492.89s wall]
score: 0.4377  baseline: 0.4398  diff: -0.00207
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 1249 avg error 0.0260717 baseline avg error 0.0250981 avg improvement -0.000973568
category POSS: count 1531 avg error 0.207806 baseline avg error 0.213126 avg improvement 0.00532074
category IMP: count 220 avg error 1.01873 baseline avg error 1.01199 avg improvement -0.00674057
overall: count 3000 avg error 0.191612 baseline avg error 0.193427 avg improvement 0.00181571
worst entries: 
0: 241  label: 1 pred: -0.522169 bl: -0.3773 IMP error_pred: 2.317 error_bl: 1.89696 improvement: -0.420042
    min: -0.766  max: 0.2295 avg: -0.27997
explanation: 


1: 1387  label: 1 pred: -0.451883 bl: -0.3119 IMP error_pred: 2.10796 error_bl: 1.72108 improvement: -0.386881
    min: -0.751  max: 0.4295 avg: -0.281408
explanation: 


2: 11  label: 1 pred: -0.24659 bl: -0.11325 POSS error_pred: 1.55399 error_bl: 1.23933 improvement: -0.31466
    min: -0.62  max: 0.56 avg: -0.04356
explanation: 


3: 452  label: -1 pred: 0.311545 bl: 0.20065 IMP error_pred: 1.72015 error_bl: 1.44156 improvement: -0.278589
    min: -0.2215  max: 0.484 avg: 0.187188
explanation: 


4: 590  label: 0.5 pred: -0.53985 bl: -0.41355 IMP error_pred: 1.08129 error_bl: 0.834574 improvement: -0.246713
    min: -0.5975  max: -0.0305 avg: -0.384208
explanation: 


5: 1574  label: -1 pred: 0.495985 bl: 0.4113 IMP error_pred: 2.23797 error_bl: 1.99177 improvement: -0.246202
    min: -0.1345  max: 0.7505 avg: 0.31241
explanation: 


6: 1567  label: -1 pred: 0.466465 bl: 0.3803 IMP error_pred: 2.15052 error_bl: 1.90523 improvement: -0.245292
    min: -0.144  max: 0.7415 avg: 0.44164
explanation: 


7: 2216  label: -1 pred: 0.527364 bl: 0.44665 IMP error_pred: 2.33284 error_bl: 2.0928 improvement: -0.240046
    min: -0.1085  max: 0.889 avg: 0.49062
explanation: 


8: 2280  label: 0 pred: 0.916944 bl: 0.7894 POSS error_pred: 0.840787 error_bl: 0.623152 improvement: -0.217634
    min: 0.225  max: 1 avg: 0.703903
explanation: 


9: 2867  label: 1 pred: -0.120558 bl: -0.02055 POSS error_pred: 1.25565 error_bl: 1.04152 improvement: -0.214128
    min: -0.901  max: 0.671 avg: 0.089075
explanation: 


10: 2832  label: 1 pred: -0.103557 bl: -0.00755 IMP error_pred: 1.21784 error_bl: 1.01516 improvement: -0.20268
    min: -0.324  max: 0.3005 avg: -0.0053725
explanation: 


11: 2204  label: 1 pred: -0.270641 bl: -0.18945 IMP error_pred: 1.61453 error_bl: 1.41479 improvement: -0.199737
    min: -0.5375  max: 0.193 avg: -0.197262
explanation: 


12: 1088  label: -1 pred: -0.0600577 bl: -0.1662 POSS error_pred: 0.883491 error_bl: 0.695222 improvement: -0.188269
    min: -0.581  max: 0.318 avg: -0.134715
explanation: 


13: 856  label: 1 pred: -0.257857 bl: -0.183 IMP error_pred: 1.5822 error_bl: 1.39949 improvement: -0.182714
    min: -0.399  max: 0.1995 avg: -0.13392
explanation: 


14: 2897  label: -1 pred: 0.319552 bl: 0.2486 IMP error_pred: 1.74122 error_bl: 1.559 improvement: -0.182215
    min: -0.0725  max: 0.5915 avg: 0.247875
explanation: 


15: 1030  label: -0.5 pred: 0.545285 bl: 0.45525 IMP error_pred: 1.09262 error_bl: 0.912503 improvement: -0.180117
    min: 0.0285  max: 0.939 avg: 0.509898
explanation: 


16: 2274  label: 0.5 pred: -0.436125 bl: -0.33675 POSS error_pred: 0.876329 error_bl: 0.700151 improvement: -0.176179
    min: -0.691  max: 0.317 avg: -0.314127
explanation: 


17: 1189  label: 1 pred: 0.227035 bl: 0.3482 POSS error_pred: 0.597475 error_bl: 0.424843 improvement: -0.172631
    min: -0.101  max: 0.666 avg: 0.33765
explanation: 


18: 833  label: -1 pred: 0.459201 bl: 0.40255 IMP error_pred: 2.12927 error_bl: 1.96715 improvement: -0.162121
    min: 0.213  max: 0.655 avg: 0.392563
explanation: 


19: 552  label: 1 pred: 0.0497005 bl: 0.13415 POSS error_pred: 0.903069 error_bl: 0.749696 improvement: -0.153373
    min: -0.396  max: 0.666 avg: 0.17618
explanation: 


20: 26  label: 1 pred: 0.00493357 bl: 0.08365 POSS error_pred: 0.990157 error_bl: 0.839697 improvement: -0.15046
    min: -0.492  max: 0.587 avg: 0.0518875
explanation: 


21: 2861  label: -0.5 pred: 0.552022 bl: 0.47805 IMP error_pred: 1.10675 error_bl: 0.956582 improvement: -0.150169
    min: 0.204  max: 0.814 avg: 0.462763
explanation: 


22: 1759  label: -0.5 pred: 0.506396 bl: 0.4292 IMP error_pred: 1.01283 error_bl: 0.863413 improvement: -0.149421
    min: 0.0645  max: 0.5625 avg: 0.352875
explanation: 


23: 2114  label: 1 pred: 0.115043 bl: 0.20305 IMP error_pred: 0.783148 error_bl: 0.635129 improvement: -0.148019
    min: -0.1245  max: 0.378 avg: 0.172453
explanation: 


24: 556  label: -1 pred: 0.372821 bl: 0.318 IMP error_pred: 1.88464 error_bl: 1.73712 improvement: -0.147513
    min: -0.1895  max: 0.6395 avg: 0.27104
explanation: 


25: 2344  label: -0.5 pred: 0.571846 bl: 0.5025 IMP error_pred: 1.14885 error_bl: 1.00501 improvement: -0.143848
    min: 0.221  max: 0.799 avg: 0.515025
explanation: 


26: 1743  label: 0 pred: 0.717116 bl: 0.6092 POSS error_pred: 0.514256 error_bl: 0.371125 improvement: -0.143131
    min: 0.3585  max: 0.884 avg: 0.593532
explanation: 


27: 1790  label: 0 pred: 0.702831 bl: 0.59335 POSS error_pred: 0.493972 error_bl: 0.352064 improvement: -0.141907
    min: 0.428  max: 0.9275 avg: 0.66782
explanation: 


28: 2140  label: -1 pred: 0.311182 bl: 0.25705 IMP error_pred: 1.7192 error_bl: 1.58017 improvement: -0.139023
    min: -0.0555  max: 0.911 avg: 0.240958
explanation: 


29: 1833  label: 0 pred: 0.632108 bl: 0.5124 POSS error_pred: 0.39956 error_bl: 0.262554 improvement: -0.137007
    min: 0.0215  max: 0.9175 avg: 0.447922
explanation: 


30: 2655  label: 0 pred: 0.55884 bl: 0.4188 POSS error_pred: 0.312302 error_bl: 0.175393 improvement: -0.136909
    min: -0.025  max: 0.579 avg: 0.304647
explanation: 


31: 2360  label: 0 pred: 0.846962 bl: 0.76235 POSS error_pred: 0.717345 error_bl: 0.581178 improvement: -0.136167
    min: 0.2725  max: 0.9625 avg: 0.72535
explanation: 


32: 2472  label: 1 pred: -0.106281 bl: -0.0432 POSS error_pred: 1.22386 error_bl: 1.08827 improvement: -0.135592
    min: -0.341  max: 0.526 avg: 0.0153775
explanation: 


33: 2452  label: -1 pred: 0.334425 bl: 0.2837 IMP error_pred: 1.78069 error_bl: 1.64789 improvement: -0.132806
    min: -0.0755  max: 0.6815 avg: 0.307645
explanation: 


34: 2030  label: -1 pred: 0.185859 bl: 0.12945 IMP error_pred: 1.40626 error_bl: 1.27566 improvement: -0.130605
    min: -0.048  max: 0.4465 avg: 0.151992
explanation: 


35: 2994  label: 1 pred: 0.224698 bl: 0.31405 POSS error_pred: 0.601094 error_bl: 0.470527 improvement: -0.130566
    min: 0.001  max: 0.5925 avg: 0.27484
explanation: 


36: 1862  label: 0 pred: 0.764035 bl: 0.6774 POSS error_pred: 0.58375 error_bl: 0.458871 improvement: -0.124879
    min: 0.4195  max: 0.89 avg: 0.652773
explanation: 


37: 1204  label: -0.5 pred: 0.226984 bl: 0.1354 POSS error_pred: 0.528505 error_bl: 0.403733 improvement: -0.124772
    min: -0.187  max: 0.587 avg: 0.182535
explanation: 


38: 2453  label: 0.5 pred: -0.0791404 bl: 0.0395 POSS error_pred: 0.335404 error_bl: 0.21206 improvement: -0.123343
    min: -0.405  max: 0.426 avg: 0.0195725
explanation: 


39: 1983  label: 0.5 pred: -0.180207 bl: -0.0837 POSS error_pred: 0.462681 error_bl: 0.340706 improvement: -0.121975
    min: -0.5425  max: 0.529 avg: -0.02887
explanation: 


40: 1034  label: 0.5 pred: -0.311186 bl: -0.23245 POSS error_pred: 0.658022 error_bl: 0.536483 improvement: -0.121539
    min: -0.5395  max: 0.075 avg: -0.234013
explanation: 


41: 1807  label: -0.5 pred: 0.287588 bl: 0.20715 POSS error_pred: 0.620296 error_bl: 0.500061 improvement: -0.120234
    min: -0.197  max: 0.6895 avg: 0.253657
explanation: 


42: 2662  label: 1 pred: -0.103737 bl: -0.048 IMP error_pred: 1.21824 error_bl: 1.0983 improvement: -0.119931
    min: -0.4065  max: 0.1995 avg: -0.111288
explanation: 


43: 2128  label: -0.5 pred: 0.39622 bl: 0.32725 IMP error_pred: 0.803209 error_bl: 0.684343 improvement: -0.118867
    min: 0.1185  max: 0.506 avg: 0.294667
explanation: 


44: 890  label: 1 pred: 0.00417816 bl: 0.0654 IMP error_pred: 0.991661 error_bl: 0.873477 improvement: -0.118184
    min: -0.1565  max: 0.423 avg: 0.129585
explanation: 


45: 1992  label: 1 pred: 0.056592 bl: 0.1207 IMP error_pred: 0.890019 error_bl: 0.773169 improvement: -0.11685
    min: -0.127  max: 0.468 avg: 0.153657
explanation: 


46: 2880  label: 0.5 pred: -0.109721 bl: -0.00585 POSS error_pred: 0.37176 error_bl: 0.255884 improvement: -0.115876
    min: -0.3695  max: 0.3375 avg: 0.03108
explanation: 


47: 1064  label: -1 pred: 0.166931 bl: 0.11625 IMP error_pred: 1.36173 error_bl: 1.24601 improvement: -0.115713
    min: -0.258  max: 0.799 avg: 0.193913
explanation: 


48: 947  label: -0.5 pred: 0.409005 bl: 0.3462 IMP error_pred: 0.82629 error_bl: 0.716054 improvement: -0.110235
    min: 0.1945  max: 0.5545 avg: 0.376645
explanation: 


49: 2966  label: -0.5 pred: 0.518718 bl: 0.464 IMP error_pred: 1.03779 error_bl: 0.929296 improvement: -0.10849
    min: 0.2685  max: 0.568 avg: 0.43417
explanation: 


best entries: 
