loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 429  0.43848 0.00000  0.43977 0.00000
 430  0.43571 0.00000  0.43974 0.00000
 431  0.43885 0.00000  0.43978 0.00000
 432  0.44373 0.00000  0.43974 0.00000
 433  0.43923 0.00000  0.43974 0.00000
 434  0.44046 0.00000  0.43973 0.00000
 435  0.43694 0.00000  0.43973 0.00000
 436  0.43586 0.00000  0.43974 0.00000
 437  0.43838 0.00000  0.43972 0.00000
 438  0.44568 0.00000  0.43970 0.00000
 439  0.43759 0.00000  0.43968 0.00000
 440  0.43937 0.00000  0.43966 0.00000
 441  0.43746 0.00000  0.43965 0.00000
 442  0.44773 0.00000  0.43964 0.00000
 443  0.44400 0.00000  0.43964 0.00000
 444  0.42981 0.00000  0.43963 0.00000
 445  0.43591 0.00000  0.43966 0.00000
 446  0.43617 0.00000  0.43967 0.00000
 447  0.42917 0.00000  0.43963 0.00000
 448  0.44232 0.00000  0.43961 0.00000
 449  0.43094 0.00000  0.43962 0.00000
 450  0.44455 0.00000  0.43969 0.00000
 451  0.43685 0.00000  0.43965 0.00000
 452  0.43667 0.00000  0.43965 0.00000
 453  0.44680 0.00000  0.43969 0.00000
 454  0.44207 0.00000  0.43964 0.00000
 455  0.43737 0.00000  0.43963 0.00000
 456  0.43577 0.00000  0.43963 0.00000
 457  0.44624 0.00000  0.43964 0.00000
 458  0.43926 0.00000  0.43967 0.00000
 459  0.44383 0.00000  0.43971 0.00000
 460  0.43369 0.00000  0.43970 0.00000
 461  0.43908 0.00000  0.43970 0.00000
 462  0.43809 0.00000  0.43972 0.00000
 463  0.42957 0.00000  0.43976 0.00000
 464  0.43989 0.00000  0.43975 0.00000
 465  0.44441 0.00000  0.43975 0.00000
 466  0.43700 0.00000  0.43975 0.00000
 467  0.43970 0.00000  0.43980 0.00000
 468  0.43168 0.00000  0.43973 0.00000
 469  0.43495 0.00000  0.43972 0.00000
 470  0.43544 0.00000  0.43974 0.00000
 471  0.43560 0.00000  0.43972 0.00000
 472  0.42982 0.00000  0.43974 0.00000
 473  0.44012 0.00000  0.43974 0.00000
 474  0.43485 0.00000  0.43975 0.00000
 475  0.44165 0.00000  0.43975 0.00000
 476  0.43968 0.00000  0.43977 0.00000
 477  0.43361 0.00000  0.43974 0.00000
 478  0.42165 0.00000  0.43970 0.00000
 479  0.43022 0.00000  0.43969 0.00000
 480  0.44649 0.00000  0.43971 0.00000
 481  0.43700 0.00000  0.43972 0.00000
 482  0.43588 0.00000  0.43969 0.00000
 483  0.43448 0.00000  0.43969 0.00000
 484  0.43883 0.00000  0.43968 0.00000
 485  0.43341 0.00000  0.43969 0.00000
 486  0.43813 0.00000  0.43970 0.00000
 487  0.43084 0.00000  0.43968 0.00000
 488  0.42780 0.00000  0.43974 0.00000
 489  0.43999 0.00000  0.43970 0.00000
 490  0.43820 0.00000  0.43972 0.00000
 491  0.44741 0.00000  0.43988 0.00000
 492  0.44244 0.00000  0.43977 0.00000
 493  0.44259 0.00000  0.43971 0.00000
 494  0.44163 0.00000  0.43977 0.00000
 495  0.44122 0.00000  0.43970 0.00000
 496  0.42921 0.00000  0.43972 0.00000
 497  0.44465 0.00000  0.43974 0.00000
 498  0.42821 0.00000  0.43973 0.00000
 499  0.44563 0.00000  0.43974 0.00000
chose model 1034 L_rmse_1035
chose model 261 L_rmse_262
chose model 135 L_rmse_136
chose model 1106 L_rmse_1107
chose model 741 L_rmse_742
chose model 878 L_rmse_879
chose model 0 L_rmse_1
chose model 307 L_rmse_308
chose model 1150 L_rmse_1151
chose model 86 L_rmse_87
processing 10000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [7352.01s cpu, 5463417.4758 mticks, 2044.14s wall]
score: 0.4442  baseline: 0.4419  diff: 0.00229
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 3291 avg error 0.019953 baseline avg error 0.0190967 avg improvement -0.00085627
category POSS: count 6143 avg error 0.200739 baseline avg error 0.198165 avg improvement -0.0025739
category IMP: count 566 avg error 1.19144 baseline avg error 1.18856 avg improvement -0.00287934
overall: count 10000 avg error 0.197316 baseline avg error 0.19529 avg improvement -0.00202592
worst entries: 
0: 3141  label: 1 pred: -0.283402 bl: -0.21565 IMP error_pred: 1.64712 error_bl: 1.4778 improvement: -0.169317
    min: -0.913  max: 0.2535 avg: -0.309709
explanation: 
no explanation

1: 1304  label: 1 pred: -0.336838 bl: -0.2794 IMP error_pred: 1.78714 error_bl: 1.63686 improvement: -0.150272
    min: -0.964  max: 0.42 avg: -0.372783
explanation: 
no explanation

