loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 192  0.43679 0.00000  0.43889 0.00000
 193  0.43520 0.00000  0.43887 0.00000
 194  0.43612 0.00000  0.43887 0.00000
 195  0.43512 0.00000  0.43886 0.00000
 196  0.43328 0.00000  0.43888 0.00000
 197  0.43419 0.00000  0.43888 0.00000
 198  0.43694 0.00000  0.43890 0.00000
 199  0.43678 0.00000  0.43890 0.00000
 200  0.43602 0.00000  0.43886 0.00000
 201  0.43251 0.00000  0.43884 0.00000
 202  0.43435 0.00000  0.43883 0.00000
 203  0.43270 0.00000  0.43883 0.00000
 204  0.43593 0.00000  0.43883 0.00000
 205  0.43335 0.00000  0.43884 0.00000
 206  0.43886 0.00000  0.43883 0.00000
 207  0.43217 0.00000  0.43881 0.00000
 208  0.43633 0.00000  0.43881 0.00000
 209  0.43716 0.00000  0.43881 0.00000
 210  0.43638 0.00000  0.43881 0.00000
 211  0.43299 0.00000  0.43881 0.00000
 212  0.43552 0.00000  0.43882 0.00000
 213  0.43310 0.00000  0.43880 0.00000
 214  0.43531 0.00000  0.43881 0.00000
 215  0.43474 0.00000  0.43882 0.00000
 216  0.43219 0.00000  0.43882 0.00000
 217  0.43925 0.00000  0.43884 0.00000
 218  0.43519 0.00000  0.43884 0.00000
 219  0.43737 0.00000  0.43883 0.00000
 220  0.43577 0.00000  0.43882 0.00000
 221  0.43469 0.00000  0.43880 0.00000
 222  0.43476 0.00000  0.43881 0.00000
 223  0.43641 0.00000  0.43879 0.00000
 224  0.43679 0.00000  0.43878 0.00000
 225  0.43434 0.00000  0.43879 0.00000
 226  0.43406 0.00000  0.43878 0.00000
 227  0.43630 0.00000  0.43879 0.00000
 228  0.43616 0.00000  0.43877 0.00000
 229  0.43749 0.00000  0.43876 0.00000
 230  0.43645 0.00000  0.43874 0.00000
 231  0.43761 0.00000  0.43874 0.00000
 232  0.43132 0.00000  0.43872 0.00000
 233  0.43493 0.00000  0.43871 0.00000
 234  0.43584 0.00000  0.43871 0.00000
 235  0.43655 0.00000  0.43871 0.00000
 236  0.43420 0.00000  0.43870 0.00000
 237  0.43587 0.00000  0.43870 0.00000
 238  0.43558 0.00000  0.43870 0.00000
 239  0.43669 0.00000  0.43870 0.00000
 240  0.43693 0.00000  0.43870 0.00000
 241  0.43557 0.00000  0.43869 0.00000
 242  0.43439 0.00000  0.43869 0.00000
 243  0.43715 0.00000  0.43869 0.00000
 244  0.43815 0.00000  0.43870 0.00000
 245  0.43625 0.00000  0.43870 0.00000
 246  0.43507 0.00000  0.43870 0.00000
 247  0.43346 0.00000  0.43869 0.00000
 248  0.43678 0.00000  0.43868 0.00000
 249  0.43631 0.00000  0.43868 0.00000
 250  0.43650 0.00000  0.43868 0.00000
 251  0.43632 0.00000  0.43870 0.00000
 252  0.43096 0.00000  0.43870 0.00000
 253  0.43372 0.00000  0.43868 0.00000
 254  0.43485 0.00000  0.43866 0.00000
 255  0.43409 0.00000  0.43865 0.00000
 256  0.43312 0.00000  0.43863 0.00000
 257  0.43735 0.00000  0.43861 0.00000
 258  0.43324 0.00000  0.43860 0.00000
 259  0.43190 0.00000  0.43860 0.00000
 260  0.43782 0.00000  0.43861 0.00000
 261  0.43476 0.00000  0.43861 0.00000
 262  0.43472 0.00000  0.43859 0.00000
 263  0.43708 0.00000  0.43859 0.00000
 264  0.43539 0.00000  0.43858 0.00000
 265  0.43411 0.00000  0.43858 0.00000
 266  0.43373 0.00000  0.43857 0.00000
 267  0.43487 0.00000  0.43857 0.00000
 268  0.43335 0.00000  0.43858 0.00000
 269  0.43465 0.00000  0.43857 0.00000
 270  0.43057 0.00000  0.43856 0.00000
 271  0.43431 0.00000  0.43855 0.00000
 272  0.43484 0.00000  0.43854 0.00000
 273  0.43839 0.00000  0.43856 0.00000
 274  0.43991 0.00000  0.43859 0.00000
 275  0.43837 0.00000  0.43859 0.00000
 276  0.43736 0.00000  0.43859 0.00000
 277  0.43861 0.00000  0.43859 0.00000
 278  0.43212 0.00000  0.43857 0.00000
 279  0.43491 0.00000  0.43856 0.00000
 280  0.43677 0.00000  0.43855 0.00000
 281  0.43606 0.00000  0.43856 0.00000
 282  0.43385 0.00000  0.43856 0.00000
 283  0.43608 0.00000  0.43854 0.00000
 284  0.43364 0.00000  0.43854 0.00000
 285  0.43595 0.00000  0.43853 0.00000
 286  0.43402 0.00000  0.43853 0.00000
 287  0.43562 0.00000  0.43854 0.00000
 288  0.43689 0.00000  0.43855 0.00000
 289  0.43751 0.00000  0.43855 0.00000
 290  0.43733 0.00000  0.43854 0.00000
 291  0.43393 0.00000  0.43852 0.00000
 292  0.43469 0.00000  0.43852 0.00000
 293  0.43302 0.00000  0.43851 0.00000
 294  0.43704 0.00000  0.43850 0.00000
 295  0.43445 0.00000  0.43850 0.00000
 296  0.43261 0.00000  0.43850 0.00000
 297  0.43627 0.00000  0.43849 0.00000
 298  0.43860 0.00000  0.43851 0.00000
 299  0.43469 0.00000  0.43853 0.00000
 300  0.43675 0.00000  0.43854 0.00000
 301  0.43479 0.00000  0.43855 0.00000
 302  0.43532 0.00000  0.43855 0.00000
 303  0.43409 0.00000  0.43854 0.00000
 304  0.43403 0.00000  0.43854 0.00000
 305  0.43373 0.00000  0.43854 0.00000
 306  0.43077 0.00000  0.43852 0.00000
 307  0.43474 0.00000  0.43852 0.00000
 308  0.43668 0.00000  0.43853 0.00000
 309  0.43631 0.00000  0.43852 0.00000
 310  0.43366 0.00000  0.43853 0.00000
 311  0.43759 0.00000  0.43852 0.00000
 312  0.43436 0.00000  0.43851 0.00000
 313  0.43563 0.00000  0.43852 0.00000
 314  0.43532 0.00000  0.43853 0.00000
 315  0.43747 0.00000  0.43853 0.00000
 316  0.43577 0.00000  0.43855 0.00000
 317  0.43270 0.00000  0.43854 0.00000
 318  0.43551 0.00000  0.43852 0.00000
 319  0.43501 0.00000  0.43852 0.00000
 320  0.43366 0.00000  0.43850 0.00000
 321  0.43438 0.00000  0.43849 0.00000
 322  0.43364 0.00000  0.43848 0.00000
 323  0.43499 0.00000  0.43849 0.00000
 324  0.43566 0.00000  0.43850 0.00000
 325  0.43072 0.00000  0.43849 0.00000
 326  0.43356 0.00000  0.43849 0.00000
 327  0.43516 0.00000  0.43849 0.00000
 328  0.43454 0.00000  0.43849 0.00000
 329  0.43770 0.00000  0.43849 0.00000
 330  0.43036 0.00000  0.43848 0.00000
 331  0.43363 0.00000  0.43846 0.00000
 332  0.43267 0.00000  0.43844 0.00000
 333  0.43868 0.00000  0.43845 0.00000
 334  0.43519 0.00000  0.43848 0.00000
 335  0.43538 0.00000  0.43848 0.00000
 336  0.43488 0.00000  0.43847 0.00000
 337  0.43606 0.00000  0.43847 0.00000
 338  0.43283 0.00000  0.43845 0.00000
 339  0.43187 0.00000  0.43843 0.00000
 340  0.43497 0.00000  0.43845 0.00000
 341  0.43554 0.00000  0.43844 0.00000
 342  0.43526 0.00000  0.43846 0.00000
 343  0.43397 0.00000  0.43845 0.00000
