loading data...Twoway_Layer::random_fill(): limit = 0.103695 ni = 93 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 399  0.44212 0.00000  0.43977 0.00000
 400  0.43328 0.00000  0.43977 0.00000
 401  0.44082 0.00000  0.43977 0.00000
 402  0.45101 0.00000  0.43979 0.00000
 403  0.45402 0.00000  0.43977 0.00000
 404  0.44960 0.00000  0.43978 0.00000
 405  0.42899 0.00000  0.43980 0.00000
 406  0.44307 0.00000  0.43981 0.00000
 407  0.43475 0.00000  0.43977 0.00000
 408  0.43859 0.00000  0.43979 0.00000
 409  0.44472 0.00000  0.43980 0.00000
 410  0.44378 0.00000  0.43982 0.00000
 411  0.42971 0.00000  0.43981 0.00000
 412  0.43097 0.00000  0.43979 0.00000
 413  0.44623 0.00000  0.43983 0.00000
 414  0.44240 0.00000  0.43983 0.00000
 415  0.43402 0.00000  0.43988 0.00000
 416  0.44343 0.00000  0.43989 0.00000
 417  0.42795 0.00000  0.43981 0.00000
 418  0.43445 0.00000  0.43982 0.00000
 419  0.43820 0.00000  0.43980 0.00000
 420  0.43561 0.00000  0.43975 0.00000
 421  0.43858 0.00000  0.43982 0.00000
 422  0.44082 0.00000  0.43979 0.00000
 423  0.43835 0.00000  0.43984 0.00000
 424  0.43342 0.00000  0.43975 0.00000
 425  0.43924 0.00000  0.43978 0.00000
 426  0.44150 0.00000  0.43980 0.00000
 427  0.43163 0.00000  0.43980 0.00000
 428  0.43609 0.00000  0.43979 0.00000
 429  0.43853 0.00000  0.43983 0.00000
 430  0.43572 0.00000  0.43980 0.00000
 431  0.43885 0.00000  0.43984 0.00000
 432  0.44377 0.00000  0.43980 0.00000
 433  0.43926 0.00000  0.43980 0.00000
 434  0.44050 0.00000  0.43978 0.00000
 435  0.43693 0.00000  0.43979 0.00000
 436  0.43591 0.00000  0.43980 0.00000
 437  0.43843 0.00000  0.43977 0.00000
