loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 134  0.44669 0.00000  0.44493 0.00000
 135  0.44810 0.00000  0.44505 0.00000
 136  0.44380 0.00000  0.44502 0.00000
 137  0.44555 0.00000  0.44502 0.00000
 138  0.44675 0.00000  0.44499 0.00000
 139  0.44280 0.00000  0.44493 0.00000
 140  0.44371 0.00000  0.44494 0.00000
 141  0.44404 0.00000  0.44495 0.00000
 142  0.44562 0.00000  0.44502 0.00000
 143  0.43938 0.00000  0.44500 0.00000
 144  0.44411 0.00000  0.44506 0.00000
 145  0.44198 0.00000  0.44510 0.00000
 146  0.45010 0.00000  0.44515 0.00000
 147  0.44682 0.00000  0.44516 0.00000
 148  0.44072 0.00000  0.44516 0.00000
 149  0.43708 0.00000  0.44515 0.00000
 150  0.44622 0.00000  0.44516 0.00000
 151  0.44022 0.00000  0.44509 0.00000
 152  0.44914 0.00000  0.44519 0.00000
 153  0.43671 0.00000  0.44515 0.00000
 154  0.44320 0.00000  0.44516 0.00000
 155  0.44304 0.00000  0.44510 0.00000
 156  0.44895 0.00000  0.44518 0.00000
 157  0.43937 0.00000  0.44516 0.00000
 158  0.44934 0.00000  0.44525 0.00000
 159  0.43930 0.00000  0.44520 0.00000
 160  0.44413 0.00000  0.44519 0.00000
 161  0.44005 0.00000  0.44526 0.00000
 162  0.44530 0.00000  0.44532 0.00000
 163  0.44668 0.00000  0.44535 0.00000
 164  0.44116 0.00000  0.44537 0.00000
 165  0.44317 0.00000  0.44537 0.00000
 166  0.44645 0.00000  0.44540 0.00000
 167  0.44688 0.00000  0.44540 0.00000
 168  0.44200 0.00000  0.44545 0.00000
 169  0.44259 0.00000  0.44546 0.00000
 170  0.43962 0.00000  0.44544 0.00000
 171  0.43805 0.00000  0.44544 0.00000
 172  0.44604 0.00000  0.44548 0.00000
 173  0.43945 0.00000  0.44540 0.00000
 174  0.44442 0.00000  0.44539 0.00000
 175  0.44134 0.00000  0.44541 0.00000
 176  0.45092 0.00000  0.44549 0.00000
 177  0.44414 0.00000  0.44545 0.00000
 178  0.44515 0.00000  0.44544 0.00000
 179  0.44274 0.00000  0.44551 0.00000
 180  0.44290 0.00000  0.44549 0.00000
 181  0.44378 0.00000  0.44556 0.00000
 182  0.44719 0.00000  0.44559 0.00000
 183  0.44944 0.00000  0.44561 0.00000
 184  0.44416 0.00000  0.44559 0.00000
