loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
         rmse     auc     rmse     auc
 134  0.95734 0.00000  0.95304 0.32336
 135  0.95598 0.00000  0.95303 0.32336
 136  0.95755 0.00000  0.95303 0.32336
 137  0.95533 0.00000  0.95299 0.32336
 138  0.95799 0.00000  0.95303 0.32336
 139  0.95703 0.00000  0.95305 0.32336
 140  0.95460 0.00000  0.95304 0.32336
 141  0.96111 0.00000  0.95313 0.32336
 142  0.95363 0.00000  0.95307 0.32336
 143  0.95985 0.00000  0.95313 0.32336
 144  0.95826 0.00000  0.95316 0.32337
 145  0.95637 0.00000  0.95317 0.32338
 146  0.95651 0.00000  0.95319 0.32337
 147  0.95617 0.00000  0.95319 0.32337
 148  0.95936 0.00000  0.95326 0.32337
 149  0.95729 0.00000  0.95327 0.32337
 150  0.95928 0.00000  0.95333 0.32337
 151  0.95624 0.00000  0.95333 0.32337
 152  0.96158 0.00000  0.95345 0.32338
 153  0.95703 0.00000  0.95346 0.32337
 154  0.95508 0.00000  0.95344 0.32338
 155  0.95828 0.00000  0.95346 0.32338
 156  0.95774 0.00000  0.95349 0.32338
 157  0.95871 0.00000  0.95354 0.32338
 158  0.95552 0.00000  0.95351 0.32339
 159  0.95757 0.00000  0.95353 0.32339
 160  0.95702 0.00000  0.95354 0.32339
 161  0.95921 0.00000  0.95358 0.32339
 162  0.95590 0.00000  0.95357 0.32340
 163  0.95788 0.00000  0.95361 0.32339
 164  0.95566 0.00000  0.95361 0.32340
 165  0.95751 0.00000  0.95361 0.32340
 166  0.95629 0.00000  0.95362 0.32340
 167  0.95587 0.00000  0.95362 0.32340
 168  0.95749 0.00000  0.95364 0.32340
 169  0.95869 0.00000  0.95366 0.32340
 170  0.95687 0.00000  0.95369 0.32341
 171  0.95979 0.00000  0.95377 0.32341
 172  0.95558 0.00000  0.95373 0.32341
 173  0.95907 0.00000  0.95379 0.32341
 174  0.95937 0.00000  0.95384 0.32341
 175  0.95974 0.00000  0.95391 0.32341
 176  0.95935 0.00000  0.95394 0.32341
 177  0.95921 0.00000  0.95397 0.32341
 178  0.95865 0.00000  0.95397 0.32341
 179  0.96071 0.00000  0.95404 0.32341
 180  0.95911 0.00000  0.95408 0.32341
 181  0.95947 0.00000  0.95416 0.32341
 182  0.96143 0.00000  0.95424 0.32341
 183  0.95851 0.00000  0.95427 0.32341
 184  0.95962 0.00000  0.95429 0.32341
 185  0.96119 0.00000  0.95435 0.32341
 186  0.95624 0.00000  0.95430 0.32341
 187  0.96124 0.00000  0.95435 0.32341
 188  0.95941 0.00000  0.95439 0.32341
 189  0.96098 0.00000  0.95446 0.32341
 190  0.96426 0.00000  0.95457 0.32341
 191  0.95345 0.00000  0.95447 0.32341
 192  0.95893 0.00000  0.95448 0.32341
 193  0.96074 0.00000  0.95454 0.32341
 194  0.95787 0.00000  0.95453 0.32342
 195  0.95929 0.00000  0.95455 0.32341
 196  0.96096 0.00000  0.95459 0.32341
 197  0.95710 0.00000  0.95457 0.32342
 198  0.96048 0.00000  0.95461 0.32342
 199  0.95654 0.00000  0.95458 0.32342
 200  0.96082 0.00000  0.95466 0.32342
 201  0.96074 0.00000  0.95470 0.32342
 202  0.96148 0.00000  0.95476 0.32342
 203  0.96169 0.00000  0.95482 0.32342
 204  0.95985 0.00000  0.95482 0.32342
 205  0.95264 0.00000  0.95470 0.32342
 206  0.95854 0.00000  0.95471 0.32342
 207  0.95941 0.00000  0.95473 0.32343
 208  0.95490 0.00000  0.95466 0.32343
 209  0.95984 0.00000  0.95468 0.32343
 210  0.96199 0.00000  0.95476 0.32343
 211  0.96195 0.00000  0.95483 0.32343
 212  0.96320 0.00000  0.95492 0.32343
 213  0.96074 0.00000  0.95494 0.32343
 214  0.95524 0.00000  0.95486 0.32343
 215  0.95833 0.00000  0.95486 0.32343
 216  0.95902 0.00000  0.95486 0.32344
 217  0.95837 0.00000  0.95486 0.32344
 218  0.96025 0.00000  0.95489 0.32344
 219  0.95748 0.00000  0.95486 0.32344
 220  0.95797 0.00000  0.95485 0.32344
 221  0.95792 0.00000  0.95483 0.32345
 222  0.95714 0.00000  0.95482 0.32345
 223  0.95650 0.00000  0.95479 0.32345
 224  0.96001 0.00000  0.95482 0.32345
 225  0.95824 0.00000  0.95481 0.32346
 226  0.95752 0.00000  0.95481 0.32346
 227  0.96096 0.00000  0.95485 0.32346
 228  0.95965 0.00000  0.95488 0.32346
 229  0.96079 0.00000  0.95493 0.32346
 230  0.95753 0.00000  0.95491 0.32346
 231  0.95495 0.00000  0.95484 0.32346
 232  0.95882 0.00000  0.95487 0.32347
 233  0.95873 0.00000  0.95489 0.32346
 234  0.95677 0.00000  0.95487 0.32346
 235  0.95753 0.00000  0.95486 0.32346
 236  0.95853 0.00000  0.95486 0.32347
 237  0.96466 0.00000  0.95500 0.32347
 238  0.95764 0.00000  0.95499 0.32347
 239  0.96124 0.00000  0.95505 0.32347
 240  0.95718 0.00000  0.95504 0.32347
 241  0.96023 0.00000  0.95507 0.32347
 242  0.96046 0.00000  0.95510 0.32347
 243  0.96049 0.00000  0.95514 0.32347
 244  0.95857 0.00000  0.95514 0.32347
 245  0.96325 0.00000  0.95523 0.32347
 246  0.96031 0.00000  0.95525 0.32347
 247  0.95851 0.00000  0.95523 0.32347
 248  0.96163 0.00000  0.95527 0.32347
 249  0.95637 0.00000  0.95523 0.32347
 250  0.95804 0.00000  0.95521 0.32347
 251  0.95925 0.00000  0.95522 0.32347
